author,published_at,like_count,comment
@Mahesh-w5q7p,2025-03-29T18:47:18Z,0,This is the problem with MBAs... They compare stock value with GDP.... GDP is income not market cap..... They shamelessly do this comparison with zero brains frequently
@influencer737,2025-03-29T18:37:58Z,0,"Hahha.. think school, not sure you were so dumb, it's the policy change of trump, he wants companies to build factories there not in here or EU, later they loan that money to USA, China and some other  countries so smart devalue the currency so low that some sectors in US cannot even compete with global peers especially from china, shirt term the US gonna have ripple effect, but over long term US gonna gain so much, rough assumption US could have spent 20 trillion since NATO inception which they wanna get out now.... SHIRT TERM YES THERE ARE RIPPLE EFFECT BUT FOR LONG TERM THE COUNTRY IS GOING TO DO WELL"
@nooghabhaitotal5894,2025-03-29T18:01:09Z,1,Amrican is not applying terif on india so imports from chinese goes down the there is opportunity for india and nations to export more goods
@gaurav7151,2025-03-29T17:53:53Z,0,America is trying to make its economy indepemdent pf the world...but the way things are going the world's economy will be independent of America...
@vidhyaarakere630,2025-03-29T17:30:48Z,0,17:00 Watch from here if you want to get to the point made in the title of the video without extra context.
@noshervi4u,2025-03-29T16:02:11Z,0,It is 5 trillions dollars.
@rohitd23,2025-03-29T16:00:52Z,1,Such valuable insight onthe market! Thanks for making it clear and concise!
@Kenshin-nk5oq,2025-03-29T15:41:03Z,1,aur khelo tariff tariff game mr dolund truimpet
@vinayvupparapalli4782,2025-03-29T15:31:01Z,0,Before keeping stupid thumnails like that identify that india is already collapsed..
@samizstudio,2025-03-29T15:30:42Z,1,US is already not a superpower anymore and they’re not realizing it.
@faizanebrahim5659,2025-03-29T15:03:17Z,0,If the prices of products increases local production will improve in the US which will create jobs and help the gdp
@CoretteLécuyer,2025-03-29T14:34:45Z,1242,"Recessions are part of the economic cycle, all you can do is make sure you're prepared and plan accordingly. I graduated into a recession (2009). My 1st job after college was aerial acrobat on cruise ships. Today I'm a VP at a global company, own 3 rental properties, invest in stocks and biz, built my own business, and have my net worth increase by $500k in the last 4 years."
@ayushchandrakar673,2025-03-29T14:13:50Z,0,Hindi me video banaya kariye
@belalhossain8980,2025-03-29T13:00:19Z,0,❤🇧🇩❤️
@jaai359,2025-03-29T11:43:30Z,0,trump will start wars to save america. India will thrive in any case
@Athleteperformance1988,2025-03-29T10:00:04Z,1,"😂😂😂😂😂😂😂😂 bhai tu india ka sochu america, china, germany sab hamare desh seh bahut hi zyada developed hai n waha ke logg bakwaas kam aur kaam zyada karte hai 😂😂😂😂 tu bus india ki chinta kar na bro"
@Galectica9,2025-03-29T09:21:36Z,0,Very good explanation👍
@divijsharma5610,2025-03-29T08:59:42Z,9,Weird and concerning thing is luxury market is growing and people don't have enough for basic needs.   This shows the kind of world we live in.  Rich becoming richer and most poors poorer
@harishkotian83,2025-03-29T06:56:24Z,0,"Trump is asking for ressesion, he want to settle debt which is more than it's GDP"
@xeit3189,2025-03-29T06:51:15Z,0,"People will see the signals and infer what could be from that. Decide and then go wrong because things aren’t today especially as they appear. 

There is no reason for any blood bath on stock market. Nothing has changed inside USA. Americans aren’t a poor nation who are fighting for every cent to survive. They are the world’s no 1 spenders. They are happy to have Trump and get rid of Biden. 

The stock is spiking probably because of investor confusion of what will happen it’s not organic and it will settle. 

The country’s strength is based on production and consumption. That has not changed. 

And last advise please avoid standing against trump generally I’ve seen all this brigade decimated in time, eating humble pie. Well at least you will get a pie."
@varunahlawat9013,2025-03-29T05:27:30Z,1,"shee is just short term
everyone gotta learn that usa will shift manufacturing to usa, build insane ai, have things automated and so on..."
@adithyak356,2025-03-29T04:59:38Z,0,"Great video! Just one small correction at 8:58: Long-term bonds don’t offer high yields because investors are more confident about the future; rather, it’s the opposite. Long-term bonds have high yields (low price) to compensate for risks like interest rate fluctuations, inflation, and other uncertainties. 
In a thriving economy, investors tend to favor short-term bonds, but if a recession is anticipated, they shift towards long-term bonds, which in turn lowers the yield and causes the so called inversion of the yield curve."
@pratikagrawal9752,2025-03-29T04:14:56Z,0,Just creating fear. Save more spend less and attend his confidence building class. The economy will suffer more for the idea of spending less.
@kumaragurusubramanian581,2025-03-29T00:47:49Z,2,"Very good explanation on yeild curve, for people who dont understand properly, yeild curve inverting is a effect and an indicator of recession and not the cause of it, the cause is obviously reducing trust in economy and stock markets due to gov policies. And also yeild curve inversion is purely a lack of trust and not a complete confidence about incoming recession.

All the time recession happens, yeild curve inverts and not the other way around."
@di-stephanoaccilien2624,2025-03-29T00:42:30Z,0,Buy the dip
@PeterRepeater,2025-03-28T22:07:37Z,0,"India will either remove their unfair trade practices against the US, or they will suffer the consequences.  It really doesn’t matter to America either way.  But I suspect you’ll find that it is very important to India."
@bhagvan_dabhi,2025-03-28T20:00:17Z,9,"This 1 video = 50 videos of different stock market analysis.
Specially i love explanation of yield curve.
Keep making such videos."
@daksh1605,2025-03-28T19:55:01Z,0,make video on japan yield rising  this was   very helpful video for my prep
@AjitSingh-hl9cr,2025-03-28T19:13:34Z,0,Why’d are you spreading misinformation about USA …..???
@lokkiii2571,2025-03-28T19:13:17Z,0,Still they will say india gdp is 3rd in the world and move on.😂 india is going to face major inflation in 2026 ..
@vijayvk2523,2025-03-28T18:49:51Z,0,"India has substantial gold reserves, which provide economic stability during a recession. However, the primary concern remains the rising interest rates."
@YeadMahmood,2025-03-28T17:40:45Z,1,"India lost 1 trillion so? talk about India don't worry about US, they will fix things, they still lead the world through tech... It's going to take years for India to recoup those losses."
@rallu.zion1,2025-03-28T16:19:57Z,0,"Typical left wing propaganda....after distroying US and EU Last four years, now come with nice lies... people are fed up of these lefty brain washing"
@khorteli745,2025-03-28T16:17:21Z,0,"This might be true as a business man, last year from april, people are buying less,spending less and there’s no cash flow in the market"
@abdul-qf2fe,2025-03-28T15:43:04Z,0,"Le discours d'inflation et de récession,les baisses des cours boursier,la volatilité des marchés financiers tout ça pourrait être parfois très intéressant comme information.mais ça reste un discours bien chargé de ""fearism"".cependant,tout dépend des politiques gouvernementales,la  gouvernance et des mesures nécessaires pour garder la machine en marche. En tout cas,Un taux d'intérêt élevé ne servira pas l'économie à long terme. les théories économiques classiques ne sont plus efficaces surtout pour des économies d'aujourd'hui extraordinairement actives et productives  comme celles des USA et de son progéniture chinois...Le modèle économique de D.trump s'avérera effectif et efficace dans les quelques mois à venir. Il y aura bien sûre quelques bumps on the road mais tout va s'arranger après surtout pour les USA le monde est dans un tournant qui est peut être difficile, des mesures d'urgence vont être nécessaires comme acquérir le Groenland..🥸"
@bharatiyayuvasangh,2025-03-28T15:21:57Z,0,I use to get those soft and hard skills enough from the channel. Keep it up guys. Keep bringing knowledgeable content like this!
@lawrenceHart-ys2ct,2025-03-28T14:45:02Z,267,"I have about $150k in high-risk investments, and I’m looking to reduce my exposure. Any tips?"
@RangaPrakashs,2025-03-28T14:44:56Z,0,"Remember folks, don't panic - time in the market beats timing the market."
@ningyoh3490,2025-03-28T14:44:07Z,0,"This is the time to stick to BRICS and India is getting bullied by America to leave BRIC when that is the future, choose your friends carefully"
@ningyoh3490,2025-03-28T14:41:26Z,0,"Why is America bullying other countries ?? And why are we obeying them , where our boldness wo called jairam shankar hitting it back to westerner not you are silently accepting bad deals from them even when it comes to total loss our country people and sellers , PM just went and accepted all deals from America and got humiliation kept silent why ?? Because of adani money share being exposed by US , are we have a bone of contention here ??"
@tarangvora7848,2025-03-28T13:57:52Z,0,"If US goes in recession, we will take a hit, than even China will take a hit as it exports in huge nos. Than why is that China isn't afraid of it but on top of that slapping USA with 10-15% tariff ?? China would be exporting way more to USA than it imports from USA, so it should lower their own tariffs so reciproally they keep their export business good with USA right, but that isn't happening. Can you explain about that @ThinkSchool"
@deshism,2025-03-28T13:32:01Z,0,Philosophy of Fearism can defines it philosophically.
@mohanjayagopal,2025-03-28T13:14:45Z,0,"American Recession will have an impact in India. We have not created anything of our own like social media, AI technology, Manufacturing of passenger plane or war plane. We are dependent on US, middle east and Russia for placement of our engineers, export of software, for our fossil fuel, and defense equipments."
@xmen2130,2025-03-28T12:50:39Z,0,Master in communications? It’s a bit hard to understand what you are talking about.
@saswatsnayak102030,2025-03-28T12:39:00Z,0,"I've never seen the entire crypto market crash , everything is down except for gold, US OIL and USDC 😮😮"
@bob.son.,2025-03-28T12:01:28Z,0,this will fixed and will clam down by the time
@coldflu,2025-03-28T12:01:12Z,0,"Want to know why fiat prices inflate while Bitcoin’s dips? Just follow the ‘dividend’—the hidden tax on your time.

Fiat’s ‘yield’ is dilution. Bitcoin’s ‘discount’ is patience.

Tick tock. ⏳😏"
@bob.son.,2025-03-28T11:56:46Z,0,the entire earth will go through a significant change based on what's happening worldwide!
@stutishrivastav7542,2025-03-28T11:55:24Z,0,I would believe it help indian economy on grow yes there will affect but overall India will benefited
@gooddude9211,2025-03-28T11:40:03Z,4,Nicely explained sir. Well done. Thanks a lot.
@zimcoder,2025-03-28T11:15:00Z,0,"When America sneezes not all of the world catches a sneeze anymore, countries have been decoupling from the US and creating alternatives ways to trade outside of the West-controlled system. This will continue to grow."
@VandanaVSS-sb9gt,2025-03-28T10:18:13Z,0,Too good
@tejansinghsahakari,2025-03-28T10:02:03Z,0,If you don’t have knowledge then go study properly and have your ever been USA???😂😂😂
@sharonwinson-m8g,2025-03-28T09:34:37Z,824,"I foresee a recession lasting 2-3 years, and if inflation continues to surge, the Federal Reserve will likely raise interest rates soon. Inflation is causing various issues worldwide, such as food shortages, scarcities of diesel and heating fuel, and significant spikes in housing prices, leading to a potential financial market crash. This global downturn could have long-lasting repercussions. Given the current inflation rate of approximately 9%, my main worry is how to optimize my savings and retirement fund, which has remained stagnant at around $300,000, yielding almost no gains for quite some time."
@chandanascholar,2025-03-28T09:30:59Z,0,"Can you say something that everyone can’t see investor pulling back the money from other industries and then Trump introduces something with heavy prospect which he uses all those money for that project and he makes every other industry useless because there is not a lot of money put into that
Basically, he is playing on the world on strings 
I don’t know who is master plan is this but we don’t know the future and we don’t know Trump either😅"
@NawazKhan-ve2vb,2025-03-28T09:29:28Z,1,Remarkable Analysis 🙏
@abhiseksarkhel5961,2025-03-28T09:20:23Z,0,India will be prospering during this recession in 2025 because Narendra Modi is controlling the Indian economy. 🙏
@swayampravodasgupta2956,2025-03-28T09:13:33Z,0,Saw 3 ads within 6 mins of eatch time ..wtf youtube
@Praveen-rz1jd,2025-03-28T06:42:39Z,0,"Isn't it a case of markets correcting themselves?

Yes, price of goods might increase as a result of tariffs but don't you think it may not be easy as that may hurt demand unless something is a dire need and not a want?

Wouldn't this correction actually being down mindless consumption and facilitate creation of a more sustainable world?

Growth fuelled by real value is good. What's the point of growth that's driven by hype, greed and fomo?"
@srinivasvemavarapu9802,2025-03-28T06:39:40Z,0,Can we start a business during recession?
@wrecklessknight230,2025-03-28T06:22:04Z,1,"Im not surprised! Strangely enough, a lot of so called CONSPIRACY THEORIES are actually coming to light and fruition. Jordan Maxwell (RIP) has already predicted this crash and downfall... There's a new Propaganda coming and that's called NEW WORLD ORDER. Hard times are ahead. Brace yourselves.."
@shreekant2580,2025-03-28T06:07:17Z,0,"Bhai tere jitne subscribe hain na utne unke pass economics thinker hain,,sab pahle se hi socha wala hain.."
@AnilYadav-dq4me,2025-03-28T06:05:21Z,0,Achi english hona acha h ot business by nothing is very go pramotion also give you  more mpney
@SHED_BLUES369,2025-03-28T05:44:30Z,1,"This is USA's plan all along to slow down the growth of other countries....
This is what will happen : USA clearly understands the power of US dollar. USA wants industrial growth again; seeing how China is crushing opponents and conquering the world (via economic and army strength ), and they are already watching india's growth on the horizon. Since the US dollar's price is too high compared to other currencies, they are unable to extend any industrial growth. Current US government is actually inviting recession with open arms to devalue its own curency to some extent. After short hiatus post-recession, the industrial growth and economic growth will be high in USA, because they already have high skilled individuals, have almost all necessary infrastructure (schools, universities, research centres, hospitals, road network, rails, airports, ports etc ) to withstand the blow of recession (unlike many nations , who will be crippled by recession) and support the growth of industries. Dont forget the influx of a large number of immigrants by democratic government of US; they will provide cheap labor necessary for industries. Gold card introduced by the current administration will attract high net worth individuals from around the world to invest in USA, which is always a dream market for any business personnel plus trump administration has promised to lower corporate taxes as well. 
Outside, the republican and democratic party pretend to have big tussle, but inside, they are all working in tandem for their goal."
@pranathireddy3199,2025-03-28T04:47:42Z,3,"Your videos are so insightful. It’s a huge amount of information coming in just 20 minutes of time, and that just makes my day. KEEP GOING"
@abhiingale5386,2025-03-28T04:22:45Z,0,Isn't this video late?
@TheMarketingMan4U,2025-03-28T02:57:58Z,2,Until palki sharma talks about it we can't trust your case study. Sorry dude.😊
@bazinga69,2025-03-28T02:15:05Z,0,Why would i who have a 1 lakh bond with 2% yield going to sell it to 50k? Thats 50k loss for me. I didnt get that point.
@danishrizwan8304,2025-03-28T00:36:16Z,2,"Please consider making such videos on  economics under current market conditions, great explanation in simple language"
@Marty_clove,2025-03-27T23:23:34Z,0,"Honest question, in the short term I completely agree but what about in the long term if American industries become competitive as a result of this?"
@prashantkatiyar2092,2025-03-27T21:37:45Z,0,No money brother recession won't be able to recharge my data next month how can I buy a course
@Official_Mayank29,2025-03-27T20:58:23Z,0,I love these question mark…..irrelevant videos
@buildtheworld4138,2025-03-27T20:08:39Z,0,"It would be great if you can summarize the sector and policy where USA going to increase the tarrif and what are the impacts on India, with examples."
@sarveshdeshpande5924,2025-03-27T19:13:03Z,1,"I had a question, as there are no tariffs on India, won't it benefit from the trade war between US and China, India's exports would stay steady if not increase?"
@ShreyaasR,2025-03-27T19:01:57Z,0,Maybe recession is the plan. The US has to pay its debt. It's difficult to restructure debts if all are going well
@FunnyVideoAiHub,2025-03-27T19:00:42Z,0,🙂🙂
@christiansnaturestudio6599,2025-03-27T18:38:04Z,0,May as quit adulthood 😂
@Tanushree0611,2025-03-27T18:26:10Z,1,Your analysis is only based on stock market boss. I don’t see this as research.
@Zai-p4v,2025-03-27T17:56:37Z,1,"If our politician good visionary our country gonna be better place ,look at china how far they are ,  deepseek Al
We are searching what some one eat , cant use meat , or ant shiv link any where under masjid kind of politics 
We are not progressive"
@rp2869,2025-03-27T16:55:46Z,0,"Nowadays, your thought process is biased. You have lost your credibility and the courage to select impactful topics. Somewhere, you are afraid to take risks."
@hlimaye,2025-03-27T16:52:49Z,0,I love it that you have started showing clips of Palki Sharma in your videos. I watch her First Post everyday for news coverage on the US and India (which she covers primarily) What are your thoughts on First Post? and what's your reason to include clips from First Post in your videos?
@G-knowledgeTapas-e2p,2025-03-27T16:50:17Z,0,"economics graduate, i love ur videos"
@bhaveshvispute4283,2025-03-27T16:18:34Z,1,Left Wing in the game again for Trump.
@MAXIMUMEFFORT69,2025-03-27T16:03:01Z,0,It is done on purpose
@evienleema101,2025-03-27T15:23:17Z,0,India + usa < china🧠
@jpmedia6260,2025-03-27T14:37:42Z,0,Another 20% drop expeted from here sipport of nasdaq is at Around 15500
@ecosafem.e3233,2025-03-27T14:17:32Z,0,"No educated person can get a job in India. Only politicians, Adani Ambani like people are looting and India. People are dead ducks no voice. Indian currency is cheaper and cheaper. For remaining in power they play communal card. 
Political loyalist says oh India is this and that but India is what? They don't create job they only show off super power, large economy, just mouth excersize. Can u tell what progress in terms of per capita income achieved India? All are playing political drama but common man isolate and freeze!"
@Sanskrit2016,2025-03-27T13:46:16Z,0,"5 Pillars of Trade -

1.  Goods
2.  Services
3.  R&D
4.  Investments
5.  Digital Trade

US is numero uno in 2.3.4.5.  Advanced Economies don't focus too much on 1.  Trade in Goods.  Commodities are found in Global South.  Not Europe or US.  So, its economical for Global South to focus on 1.  But, unfortunately West, only top 10 percent benefit from 2.3.4.5.  Bottom 90 percent, West benefit from 1.  But this goes against Corporate interests.  Tariffs is a way to make Glibal South ever poorer than it is now.  Along with Carbon tax, EU"
@pritamtalukdar4478,2025-03-27T13:16:15Z,0,Why not to invest in gold in such uncertain economic times? gold is unshakeable king for tougher economic times
@Uasfaysal,2025-03-27T13:14:03Z,0,"Whole world is dying only india is growing, this is power of modi and power of hindu culture💪"
@pritamtalukdar4478,2025-03-27T13:10:49Z,0,"Are heading towards another great depression?
Or The American Influence on the world gonna fade away?? 
Maybe this tariff thing won't cause much of ruckus to rest of world ..
American Hegemony is fading away 
Trump can be biggest blunder for Americans"
@TahsinTarif-x1n,2025-03-27T12:55:46Z,0,Mr. Trump is making sure no one ever votes for him or the party again in the upcoming elections
@Viraltrends404,2025-03-27T12:27:31Z,1,Great analysis 👍👍👍
@soumyamidde9340,2025-03-27T12:23:17Z,0,I am a mba student I see every video of think school and I understand deeply❤
@manhartakiar1736,2025-03-27T11:04:13Z,0,Comprehensive video...Amazing
@karangupta9850,2025-03-27T10:32:15Z,0,Unsubscribed due to misleading thumbnail.
@AIPanoTopics,2025-03-27T10:22:34Z,0,Support me🙏
@adityavardhanverma,2025-03-27T10:07:54Z,0,Maybe blackrock buying something 😂
@Acrosstheglobeworld,2025-03-27T09:52:01Z,0,"After Covid to control inflation, most of the countries raised interest rates on borrowing making ultimate recession. On the top of that trump put tariff everywhere with almost every country. So America 🇺🇸 is in most tough position at least for next 3 years"
@aayushagrawal8476,2025-03-27T09:44:55Z,0,"Can someone explain why there was a surge in the market when Donald Trump won when he had no major economic policy to boost economic growth?? I've tried to search but still can't understand why the market reacted so positively to the election of a president whose major economic policy was 'Tariff, Tariff, Tariff'??"
@yashuyuva,2025-03-27T09:28:57Z,0,"Collapse collapse collapse.. Thumbnail baits. Whats your obsession with collapse bro. Got fed up, not getting interest to watch your videos"
@sarveshkamble5033,2025-03-27T09:18:44Z,1,Modi and trump got to an insider meeting : about the manufacturing in India for the backup (though it will be a great blast for secondary sectors) 🎉
@sarveshkamble5033,2025-03-27T09:15:37Z,0,Best explanation for the yield curve topic
@loneranger114,2025-03-27T09:12:57Z,1,"india is NOT ""Neutral"" or ""Non Alliance."" india only looked neutral and non alliance. india is forever claiming itself to be ""nice, friendly, helpful and harmless."" 
In fact, india is always using and playing one side against the other side and using and playing the other side back against the one side.
And this is india."
@NainaMahtani,2025-03-27T09:10:18Z,0,Show evidence instead of spreading fake news
@JamieMorlok,2025-03-27T08:29:11Z,0,"Trump with his deceptive trumpeting is leading the world into a quagmire with recession & setting the stage for WW3. 
Weaker countries will become the pawns of tariffs, underhand negotiations, sanctions, land/resource acquisitions & other breaches of international law/regulations."
@JamieMorlok,2025-03-27T08:22:30Z,0,The fundamental problem in India is that we do not have qualified/specialized /educated professionals in our government. All our geniuses have emigrated to other countries.
@JaspreetSingh-f1o,2025-03-27T08:19:06Z,0,This is my favorite clown 🤡 🤣 😂 💀
@withrajeev5531,2025-03-27T08:00:07Z,0,"India in safe hands. Inflation is under control, growth rate is good, young generation. N9w India is best in terms of living, investing and opportunities."
@hansadipsaha4442,2025-03-27T06:56:44Z,0,So basically instead of increasing tariffs subsidise manufacturing🤔🤔 And consumers choosing Domestic businesses instead of relying on imports ?
@rohitmahato4560,2025-03-27T06:44:52Z,0,Amazing man
@Teddyera,2025-03-27T06:28:01Z,0,"Trump is an businessman, I guess he has some plan"
@virtexamit,2025-03-27T06:00:32Z,0,You and me know and usa administration don’t know impact of tariffs? Thr some hidden game. If anyone wants to make money from stock market they have to buy stocks on low price. When trumps taken oaths market was all time high. Trumps also want to start manufacturing in USA if Chinese product are not expensive then why anyone will setup manufacturing industry.
@amanbhandari3762,2025-03-27T05:56:26Z,0,whats the name of the yellow book  in the side
@viswanathanvijayakumar9872,2025-03-27T05:52:26Z,1,We have to worry about India. Under the current government our debt has increased too much and we are prone to economic instability
@aryanbhadauria928,2025-03-27T05:45:26Z,59,The yield curve explanation was spot on. You really have an edge when it comes to explaining financial topics easliy. Keep at it!
@sarthaksharma8104,2025-03-27T05:42:22Z,0,comparing market valuation loss to other country's GDP which is totally a different parameter is just a exaggeration of facts to create a drama which sells better ....
@saiheart9239,2025-03-27T05:34:57Z,5,"The yield curve also inverted in 1979-1984 but there was no recession, how do you justify that"
@Thehighschoolscientistforever,2025-03-27T05:18:45Z,0,"Nice 👍, where the f do you talk about us becoming truly financially independent. If One entrepreneur watching this decides to build something in india it is a 100x bigger win than a 1000 people saving money"
@dineshtamilselvan5162,2025-03-27T04:39:41Z,3,Superb bro..easily understood
@gobi817,2025-03-27T04:23:09Z,0,"If the price is passed on to consumers, why would the companies be bleeding profits? Their profit should stay the same. Doesn't make sense."
@Abcdefgxyzhijklmnopqr,2025-03-27T04:16:08Z,0,"FII vpas aajayenge , us stock market bubble type hogya tha"
@tvrkapparao,2025-03-27T04:15:03Z,0,Dollar always transfer it's muck to others and buck to itself. It's reversed when they tax equivalent to thaw metrics.
@hetbheda5837,2025-03-27T04:07:32Z,0,Sir why FII started investing in India market then? Fom last week they have already invested more 20k crores seems like Indian market already reached it's bottom..so I feel in your video some facts are missing
@shrutigupta8782,2025-03-27T03:42:03Z,1,3.23 second why are u showing AAP team in your video. Nobody wants to see their faces.
@kausthubh7541,2025-03-27T03:38:24Z,0,Is this a good time to study in the US then?
@ayushkhati8000,2025-03-27T03:34:49Z,0,Could u make a documentary on how the US stock market lost 4 Trillion$ recently and how the world and US economy is going to affect
@venkatratnam6144,2025-03-27T03:34:38Z,0,Some had written that we are not a Manufacturing hub like China. True but it took China 4-5 decades of continuous effort and sustaining the same dedication all along with a strong government communist in power. Unfortunately we are importing the items which we were manufacturing once. It’s due to corruption and wrong policies of the of the government in past. And also peoples greed for cheaper goods. Restructuring the manufacturing system again started way back in 2014-15  and again in 2020 after COVID more vigorously with a non corrupt government in power. At least educated needs to understand this.
@HimanshuSharma-ev4nj,2025-03-27T02:47:16Z,0,Yes every body is pulling money out 😮so now where they are going to invest that pulled money is it Gold ?
@Itachioftheleaff,2025-03-27T02:40:15Z,0,What’s happening in new Data Protection ACT and What’s up with RTI act? Can anyone explain? Why was it passed in absolute silence. They used all sort of distractions to cover it up. Why? Will you be allowed to talk on this matter?
@mansooralam7651,2025-03-27T02:19:45Z,0,01:56
@dbombd,2025-03-27T02:11:46Z,0,"your video will fail,. when everything will made in America,.. hahaha"
@krishnanramanathan3748,2025-03-27T01:39:51Z,0,Nothing will happen to India even though recession happened in America. India gdb might be small but growth is very consistent so nothing can shake indians economy.
@relaxwithme786,2025-03-27T01:30:41Z,0,Trump is creating a mess for a reason so he can pocket as much money as he can. Trumps people were hired for a reason to cover tracks. It will take decades to investigate what trump did. Trump got convicted for cooking books and people voted him in
@satzawesome,2025-03-27T00:06:26Z,0,"There is no recession..past 2 months 3 billion dollar investment in.manufacturing came in. Petrol is 15% cheaper and the drilling the new oil field which officially made usa the biggest oil reserve in the world has not even startered. 

Eggs price jusr dropped 63% this week.

This video wss timed back as the stock marker has gained 60% of what it lost already in 2 days.

Stock markets move up and down . If take the 2 year trend its going up."
@kezakietuonaga8199,2025-03-26T23:35:30Z,0,Gossips
@ggodzillaking7647,2025-03-26T23:30:17Z,0,Baggers talking about Americans economy collapsing what a joke 😂😂😂😂
@venki6307,2025-03-26T23:25:24Z,0,"Haven't you still stopped saying ""Pershant"" yet bro, Its ""PERCENT"", I hate to say it! It irritates me every time you say that and I have no other go! have to bare with it till end of video."
@Karthikkn2k,2025-03-26T22:39:03Z,5,The way the yield curve was mentioned was so amazing and simple to understand. I am a student in Canada and I completed my CSC exam where the yield curve was a part of it. Now i understand more clearly about the yield curve.
@rajutolani9012,2025-03-26T22:17:48Z,0,This is old story tell me new news
@yaswanthmurugesan1245,2025-03-26T20:58:53Z,0,HOPE IS NOT A STRATEGY
@Catfailguy,2025-03-26T19:20:00Z,0,Gold ???
@Tanishq-r3l,2025-03-26T19:15:38Z,3,Out of all the youtube content available your content is TOP NOTCH! Love every bit of it. Wishing on so many blessing for you! <3
@kuriana100,2025-03-26T19:15:02Z,0,No way.
@atharvakamavisdar9423,2025-03-26T18:43:07Z,7,I am CA and the way you explained topics are awesome. Always loved your content.
@lakshyagulati3860,2025-03-26T18:39:28Z,0,Excellent!
@sriharshak8573,2025-03-26T18:09:46Z,0,"its a known global fact that US trade war will initial cause the market free fall globally, followed by increase in interest rates to curb the inflation caused due to price hike....it will go on the same till August 2025 and from Sep 2025 we will see things fall in-line to the NEW NORMAL. And what is this new normal about? it is the phase after every global turmoil, where we start paying different prices to the commodities and services..."
@SunnyThakur-el3ns,2025-03-26T18:01:01Z,0,modi ko kisne keh diya power full pm ha 😂😂😂😂
@deepanshusharma1305,2025-03-26T17:57:42Z,0,"FII's have been bulk buying Indian stocks, in last week. Also USD/INR 's better exchange rate. there is more downside for USD/INR and upside for Indian Stock Market. By 10-20th May Market may retest its high."
@SaurabhSingh-nt4yu,2025-03-26T17:40:23Z,0,one line is repeated frpm previous video
@ami_gourav,2025-03-26T17:08:09Z,0,A much needed video on right time 😉
@vidhyakamalalakshmi1362,2025-03-26T17:00:25Z,1,"But indian market has gone up by more than 600 points in last week, any reason for this sudden rise ?"
@user-pz3hy7jo7i,2025-03-26T16:52:20Z,3,Ganesh baba back on track ❤
@itsmetejaswini,2025-03-26T16:43:35Z,2,Insightful Video
@AynkaranAymmugan,2025-03-26T16:20:08Z,9,Exemplary!!! Godly Stuff man!
@Sharecomdey,2025-03-26T16:18:35Z,2,"Tariffs is just a threat which works as a weapon in the hands of trump. But in reality, he doesnt impose tariffs upon raw materials which can stop the growth of US local industries. He targeted on the cheap products from china and other countries. Many decades ago, most of US companies used to produce all the goods before the intervention of the china cheap products. He wants to create employment with the production companies. The entire world is a global village. We buy goods from Amazon and flipkart  and watch movies in netflix and Prime and use nvidia gtx in gaming pc and invest in bit coin and etherium  etc., etc., in this inter dependant world we shouldnt  take retalliation and every step should be made through negotiations"
@akheelsurve,2025-03-26T16:11:26Z,1,I will be a big brand one day ❤
@g.badarivishal7353,2025-03-26T16:05:06Z,0,This will be the fate of humanity as long as WAGER  prone Stock Markets and it's ilk are the yard sticks for evaluating economy.
@drhouse392,2025-03-26T16:01:47Z,0,"And India is still stuck in Caste Census Caste Reservation Caste Policies
We don't  have a future 
Just corrupt politicians and bureaucrats"
@DreamStation786,2025-03-26T15:32:24Z,0,Please make a video about Indian economy and job opportunities and actual per capita income of common man exclude the top 1% of the rich.
@Raghuvanshi01-RAM,2025-03-26T15:24:21Z,0,0:36 ...
@lucifur5936,2025-03-26T15:21:23Z,0,"This is what is called DEDOLARIZATION a curse since PetroDollars came into existance. 
And since the whole world was party to it either by force or choice EVERYONE HAS TO BEAR THE COST.
But then this will usher in a new era with gold/commodity backed currency/s. Why do you think the Russian & Chinese & Indian govts started buying Gold since 2022/23. 
And wrt India it's only the IT Service industry which contributes over 50% of revenue to GDP in India but contributes only to 14-15% of the work force in India......for the rest 85% of work force IT WILL BE LIFE AS USUAL  with rural consumption pulling up."
@moonbright247,2025-03-26T15:17:50Z,0,The only person who is safe is Warren Buffet
@akil.9999,2025-03-26T15:17:04Z,0,Zor zor se bolke sabko scheme bata de 😂
@archanabhatkamat3719,2025-03-26T15:07:43Z,0,Recession in merica is good became they loose power to fund for Nonsense activities across the world tariff war is not real its scripted
@i-PerfectV,2025-03-26T14:16:01Z,8,Fab video... it's such a wake up call..!
@SunilOchani,2025-03-26T13:53:32Z,1,"Sexy informative video bro, restaurant video was shit, avoid calling such founders in ur studio"
@axebuzz,2025-03-26T13:47:28Z,3,Brilliant post 👌
@elangovan1592,2025-03-26T13:43:17Z,0,hOW ABOUT INDIA INVEST IN TOILET ??
@TheVillageLife-wz1ui,2025-03-26T13:40:34Z,0,"What are you saying man? still world uses 80% USD, if America collapses then entire world collapses and it will create world war to gain the power. Don't be silly about America. It can break you to make America better than the best."
@nandakishoradasa5517,2025-03-26T13:37:25Z,0,This time when America sneezes India will not catch cold
@humhaigolu,2025-03-26T13:11:05Z,7,I'm preparation for UPSC and its really helpful for me. And I  upload daily video for my routine.
@vaibhavkhairnar7313,2025-03-26T13:00:21Z,0,19:12  very good information to deal with recession thanks
@runjhunkanwar6871,2025-03-26T13:00:18Z,0,I am always looking at the books which are in the background
